,LoanID,Loanscore,Subject..Property.City,Subject..PropertyState,distancemiles,Male.Female,curbal,OrigTransdays,Origination.UPB,Repeat,Lending.Value,Interest.Rate,LTV,Credit.Score,Open.Current.Mortgage.Late,Closed.Past.Mortgage.Late,Foreclosure,Open.Current.Auto.Late,Closed.Past.Auto.Late,Open.Current.Revolving.Late,Closed.Revolving.Late,Open.Current.Education.Late,Closed.Past.Education.Late,Open.Current.Installment.Late,Closed.Past.Installment.Late,Bankrupcy,Charge.offs,Collections,Debt.High.Credit....,DOM,Yearbuilt,X..of.comarable.properties,Comparable.properties.lower.price,Comparable.properties.upper.price,X..of.comparable.sales,Comparable.sale.lower.price.range,Comparable.sale.upper.price.range,Rooms,Bedrooms,Baths,Square.feet.of.gross.living.area,Sale.Price,Price.of.Prior.Sale.Transfer,Appraisal.price,Indicated.Value.by.Cost.Approach,Indicated.Value.by.Income.Approach,Appraisal.Monthly.Rent,Market.Rent,Total...of.Comarable.Sales...prior.7.12.months.,Total...of.Comarable.Sales...prior.4.6.months.,Total...of.Comarable.Sales...prior.current.3.months.,Absorption.Rate...prior.7.12.months.,Absorption.Rate...prior.4.6.months.,Absorption.Rate...prior.current.3.months.,Total...of.Comparable.Active.listings.prior.7.12.months.,Total...of.Comparable.Active.listings.prior.4.6.months.,Total...of.Comparable.Active.listings.prior.current.3.months.,Median.Comparable.Sale.Price..prior.7.12.months.,Median.Comparable.Sale.Price..prior.4.6.months.,Median.Comparable.Sale.Price..prior.current.3.months.,Median.Comparable.sales.Days.on.market.prior.7.12.months.,Median.Comparable.sales.Days.on.market.prior.4.6.months.,Median.Comparable.sales.Days.on.market.prior.current.3.months.,Median.Comparable.List.Price.prior.7.12.months.,Median.Comparable.List.Price.prior.4.6.months.,Median.Comparable.List.Price.prior.current.3.months.,median.Comparable.listings.Days.on.Market.prior.7.12.months.,median.Comparable.listings.Days.on.Market.prior.4.6.months.,median.Comparable.listings.Days.on.Market.prior.current.3.months.,Median.Sale.Price.a.s..of.List.Price.prior.7.12.months.,Median.Sale.Price.a.s..of.List.Price.prior.4.6.months.,Median.Sale.Price.a.s..of.List.Price.prior.current.3.months.,Months.of.Housing.Supply.prior.7.12.months.,Months.of.Housing.Supply.prior.4.6.months.,Months.of.Housing.Supply.prior.current.3.months.,Foreclosure.sales,VFS.Internal.Value,WLV,X..of.home.purchased.in.last.3.years,X..of.years.investing,X..of.Properties.currently.owned,Current.Rent,Borrower.Rent,Expected.cost.to.Rehab63,Expected.flip.price,Borrower.Age.Group,Size,Origination.Quarter,Loan.Type,Loan.Term,Loan.Purpose,Prime.Sub.Prime,Current.NonCurrent,First.Payment.Default,Occupant,Assignment.Type,Location,Built.up,Growth,Property.Values,Demand.Supply,Marketing.Time,Units,Type,Condition,Rent.Own,Full.or.Part.Time.investor,Classifier,MR.UPB,MR.LV,MR.VFS,MR.APP,MR.MCSP,LV.VFS,APP.VFS,UPB.VFS,logloanscore
789,1424024,500,Corpus Christi,TX,21.3,M,130200,340,130200,0,248000,0.14,0.525,697,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.59,122.6,37,3,1.00E+05,3.00E+05,9,1.00E+05,3.00E+05,9,4,4,3062,214163.63,130558.18,248000,249400,208721.26,3810.91,2160,7,1,1,1.17,0.33,0.33,78.82,19.45,2,190000,265000,133000,28,344,15,207103.64,212145.53,224900,-23.81,106.25,80,0.94,95,0.94,8.7494,11.3522,6.06,0,238000,82838,15,45,5,0,0,0,280000,6. 65+,"6. >$60,000",2015 Q1,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,vacant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Good,0.016589862,0.008709677,0.00907563,0.008709677,0.016240602,1.042016807,1.042016807,0.547058824,2.079441542
790,1424027,500,Tallahassee,FL,2.21,M,69825,229,69825,0,133000,0.14,0.525,633,N,N,N,N,N,Y,Y,N,N,N,N,N,0,2,0.86,7,9,6,80000,134999,8,83000,149900,6,3,2,1479,110416.92,14300,133000,131600,131441.41,2584.57,1020,1,5,2,0.17,1.67,0.67,1,1,6,149900,107500,125000,13,51,40,110000,114900,115000,22,63,39,1,100,0.96,5.88,0.6,8.96,1,119000,15410,24,6,7,0,1250,0,135000,2. 25-34,"6. >$60,000",2015 Q1,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,Default,vacant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,Under 3 mths,1,det.,c2,Own,FT,Good,0.014607948,0.007669173,0.008571429,0.007669173,0.00816,1.117647059,1.117647059,0.586764706,2.079441542
791,1424037,500,Waycross,GA,1.27,M,47250,504,47250,0,113000,0.14,0.41814,630,N,N,N,N,N,N,N,N,N,N,N,N,0,4,0.89,108.26,1,5,139000,149900,8,95000,165000,7,5,2,1863,93634.1,7000,113000,128443,126001.27,4821.05,1069.3,4,4,0,0.67,1.33,0,3.6,3.87,5,161000,121250,0,27,159,0,120798.5,122738.13,136500,172.02,120.64,36,0.99,96.14,0,4.7762,3.5239,0,0,77000,18305,24,5,24,0,850,0,150,3. 35-44,"5. $40,000-$49,999",2015 Q2,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c2,Own,FT,Good,0.022630688,0.009462832,0.013887013,0.009462832,0,1.467532468,1.467532468,0.613636364,2.079441542
792,1424042,500,Stone Mountain,GA,18.79,M,37000,120,37000,0,70000,0.13,0.52857,767,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.52,48,34,14,62150,99900,27,55000,1.00E+05,6,3,2,1230,61425.8,29900,70000,82195,73644.52,1119.34,830,15,7,6,2.5,2.33,2,6,6,13,65000,65000,67950,55,22,30,69950,68950,70000,19,47,38,0.92,94,0.97,2.4,2.58,6.5,1,61000,14808,50,5,5,0,1200,0,85000,3. 35-44,"4. $30,000-$39,000",2015 Q1,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c3,Own,FT,Good,0.022432432,0.011857143,0.013606557,0.011857143,0.012214864,1.147540984,1.147540984,0.606557377,2.079441542
793,1424044,500,Douglasville,GA,24.11,M,48500,258,48500,0,93000,0.13,0.52151,767,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.52,115.43,29,4,45000,125000,14,45000,125000,4,2,2,988,84663.68,50000,93000,127741,90000,2042.27,1900,10,3,1,1.67,1,0.33,4,3,4,70676,120000,105000,53,38,129,107000,110000,114950,9,96,112,1.01,88.89,0.91,2.4,3,12.12,1,80000,20763,50,5,5,0,2000,0,85000,3. 35-44,"5. $40,000-$49,999",2015 Q1,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,increasing,in balance,Under 3 mths,2,det.,c3,Own,FT,Good,0.039175258,0.020430108,0.02375,0.020430108,0.018095238,1.1625,1.1625,0.60625,2.079441542
794,1424048,500,Nicholson,GA,5.18,F,34500,347,34500,0,140000,0.14,0.69,647,N,N,N,N,N,N,N,N,N,N,N,N,0.38,0.65,1.3643,195,62.83,31,50000,480000,33,40000,450000,5,3,2,1280,74928.42,52560.19,140000,194874,141550,2031.54,1260.6,19,9,5,3.17,3,1.67,19,25,31,72000,57000,49900,49,37,49,59800,59900,72900,1,92,126,0.9,95.32,1,5.99,8.33,18.56,1,41000,-2846,3,2,1,0,0,10000,95000,5. 55-64,"4. $30,000-$39,000",2015 Q1,Third Party Lending,6 Month,Purchase,Prime,Current,OK,vacant,Purchase Transaction,rural,25-75%,stable,declining,over supply,3-6 mths,2,det.,c5,Own,PT,Good,0.03653913,0.009004286,0.030746341,0.009004286,0.025262525,3.414634146,3.414634146,0.841463415,2.079441542
795,1424049,500,Dawsonville,GA,43.65,F,72975,276,72975,0,139000,0.14,0.525,647,Y,N,N,N,Y,Y,Y,N,N,N,N,N,0,0,0.78,382,16,3,120000,190000,16,120000,175000,7,3,2.1,1920,109178.04,40000,139000,150400,142180.48,2612.38,1149.6,8,6,2,1.33,2,0.67,4,5,3,157500,150000,164000,126,18,18,152400,154900,190000,20,15,34,0.93,93.81,0.97,3.01,2.5,4.48,1,50000,-38174,3,2,1,0,0,0,160000,5. 55-64,"6. >$60,000",2015 Q1,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,vacant,Refinance Transaction,rural,25-75%,stable,stable,in balance,Under 3 mths,1,det.,c4,Own,PT,Good,0.01575334,0.008270504,0.022992,0.008270504,0.007009756,2.78,2.78,1.4595,2.079441542
797,1424055,500,Hoquiam,WA,3.42,M,30906.43,986,31000,0,58000,0.18,0.53448,596,N,N,N,Y,N,Y,N,N,N,N,N,N,0,0,0.64,129.73,75,15,42950,89900,31,40000,85000,7,4,2,1251,61438.66,123408,58000,78362,70751.99,3749.36,680,16,7,8,2.67,2.33,2.67,22,17,15,56623,62355,59578,225,182,169,58888,64226,61365,230,184,170,0.96,97,0.97,8.24,7.3,5.62,0,51000,9264,3,40,9,0,800,0,75000,6. 65+,"4. $30,000-$39,000",2015 Q1,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.021935484,0.011724138,0.013333333,0.011724138,0.011413609,1.137254902,1.137254902,0.607843137,2.079441542
798,1424081,500,Montgomery,AL,572.81,F,60766.02,537.1,60950,0,115000,0.18,0.53,592,N,N,N,Y,Y,N,Y,N,N,N,N,N,3,4,0.77,125,1,3,106000,112000,2,106000,116900,5,3,2,1256,101089.7,47350.61,114000,118012,126042.65,5600.42,710,13.5,6.72,7.02,1.9908,1.9455,2.0436,6.37,4.55,6.74,101952.96,100420.67,88103.32,170.45,86.44,106.98,99025.86,128462.51,98953.28,192.37,127.7,77.64,2.7044,92.7437,0.8975,0,0,0,0.46,1.00E+05,27266,8,20,11,0,800,0,106000,5. 55-64,"6. >$60,000",2015 Q1,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,Default,vacant,Other,suburban,Over 75%,stable,declining,over supply,3-6 mths,1,det.,c1,Own,FT,Good,0.011648893,0.006173913,0.0071,0.00622807,0.00805872,1.15,1.14,0.6095,2.079441542
799,1424083,500,Montgomery,AL,572.84,F,58300,538.3,58300,0,110000,0.18,0.53,592,N,N,N,N,Y,Y,Y,N,N,N,N,N,3,4,0.77,300,1,3,106000,112000,2,106000,116900,5,3,2,1070,101162.07,46383.11,109000,106837,135072.26,2824.78,650,2,0,0,0.33,0,0,2.18,1.73,0,111000,0,0,182,0,0,111000,85502.48,0,74,85.32,0,1,0,0,3.8013,1.3618,0,0,93000,23244,8,20,11,0,800,0,106000,5. 55-64,"5. $50,000-$59,000",2015 Q2,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,declining,over supply,3-6 mths,1,det.,c2,Own,FT,Good,0.011149228,0.005909091,0.006989247,0.005963303,0,1.182795699,1.172043011,0.62688172,2.079441542
800,1424085,500,Charleston,WV,23.47,F,42500,475.33,42500,0,96000,0.18,0.44271,99,N,N,N,N,N,N,N,N,N,N,N,N,0,6,3.3306,99.91,60,1,1.00E+05,1.00E+05,3,85000,113000,7,3,2,1436,80594.18,46442.49,96000,112400,100897.3,1255.26,1094.9,2,0,1,0.33,0,0.33,0,0,1,99250,0,85000,61,0,69,105700,0,99900,0,0,45,0.94,0,0.85,0,0,3.03,0,71000,16413.07,1,2,1,0,1050,0,90000,3. 35-44,"5. $40,000-$49,999",2015 Q2,Third Party Lending,30 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,rural,25-75%,stable,stable,in balance,3-6 mths,1,det.,c3,Rent,PT,Good,0.025762353,0.011405208,0.015421127,0.011405208,0.012881176,1.352112676,1.352112676,0.598591549,2.079441542
801,1424111,500,Rex,GA,7.72,F,22655,335,22655,0,53000,0.18,0.42745,519,N,N,N,N,N,Y,N,N,Y,N,N,Y,1,0,0.24,97.19,37,1,64900,64900,3,34900,54900,6,3,1,1271,48486.6,33150,53000,53675,47043.94,1884.42,780,0,0,3,0,0,1,0,0,1,0,0,49100,0,0,28,0,0,64900,0,0,22,0,0,0.92,0,0,1,0,49000,18205,0,6,1,0,800,3000,50000,4. 45-54,"3. $20,000-$29,999",2015 Q2,Third Party Lending,5 Yr,Refi-Cashout,Sub Prime,Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Rent,FT,Good,0.034429486,0.014716981,0.015918367,0.014716981,0.015885947,1.081632653,1.081632653,0.462346939,2.079441542
802,1424115,500,Rochester,NY,2035.81,M,20890.59,2210.77,21110,0,38000,0.18,0.55553,615,N,N,N,N,N,Y,N,N,N,N,Y,N,0,0,1.47,178.07,132,11,16000,58000,39,5000,56000,3.5,1.5,1,887,34458.44,29076.87,41227,73095.09,52258.37,3222.23,1210,75.08,35.35,34.19,41.3935,13.2233,14.2837,84.41,547.34,67.76,51660.66,47370.07,46729.54,108.87,93.94,119.44,47238.05,52795.51,54261.76,312.54,143.32,101.09,1.7403,94.8493,55.409,0,0,0,0.5,32930,-1247.18,5,8,3,0,1450,0,60000,4. 45-54,"3. $20,000-$29,999",2015 Q1,Third Party Lending,5 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,over supply,3-6 mths,2,det.,c4,Own,FT,Good,0.057318806,0.031842105,0.03674461,0.029349698,0.025893685,1.153962952,1.2519587,0.641056787,2.079441542
803,1424127,500,Bargersville,IN,0,M,255840,-2593.42,255840,0,492000,0.13,0.52,702,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.62,137.25,0,3,479000,515000,4,499000,586844,8,4,3,3244,336888.73,164234.15,492000,532650,357902.1,4073.57,1850,3,1,0,0.5,0.33,0,1325.62,38.83,0,525000,505000,0,86,24,0,0,0,489900,0,0,50,1,85.59,0,14.9126,13.8266,0,0,435000,109464,4,30,2,0,3995,30000,595000,5. 55-64,"6. >$60,000",2015 Q2,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,rural,25-75%,stable,stable,in balance,Under 3 mths,1,det.,c1,Own,PT,Good,0.007231082,0.003760163,0.004252874,0.003760163,0,1.131034483,1.131034483,0.588137931,2.079441542
804,1424151,500,East Chicago,IN,0.4,M,34500,82,34500,0,65000,0.15,0.53077,683,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.48,28,88,6,50000,97900,5,50000,112000,5,2,1,1132,57922.01,14900,65000,77323,66847.68,1752.22,740,2,3,0,0.33,1,0,4,6,6,65950,55000,0,62,23,0,68400,62400,62400,62,166,114,0.96,91.82,0,12.12,6,0,0,44000,-402,20,22,31,0,650,25000,50000,3. 35-44,"4. $30,000-$39,000",2015 Q2,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c3,Own,FT,Good,0.021449275,0.011384615,0.016818182,0.011384615,0,1.477272727,1.477272727,0.784090909,2.079441542
805,1424153,500,Jackson,MS,7.36,M,33378.28,434.71,33500,0,63000,0.15,0.53175,653,N,N,N,Y,N,N,N,N,Y,Y,N,N,0,0,0.75,104.82,54,4,54000,79500,7,24775,81000,9,5,4,2100,58105.36,28093.59,63000,66924,63291.2,2130.2,940,4,2,1,0.67,0.67,0.33,2,4,4,26875,45550,28000,29,142,147,31887,59000,59000,150,142,96,0.97,86.17,1.04,2.99,5.97,12.12,0,43000,1125,19,2,19,0,875,0,0,2. 25-34,"4. $30,000-$39,000",2015 Q1,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c4,Own,PT,Good,0.028059701,0.014920635,0.021860465,0.014920635,0.033571429,1.465116279,1.465116279,0.779069767,2.079441542
806,1424154,500,Jackson,MS,8.87,M,31883.73,512.87,32000,0,60000,0.15,0.53333,653,N,N,N,Y,N,N,N,N,Y,Y,N,N,0,0,0.75,87.02,62,9,48000,71000,15,24775,72000,7,4,2,1934,55113.11,26570.1,60000,67081,65034.6,3480.94,900,9,5,1,1.5,1.67,0.33,4,5,9,28750,45000,28000,33,97,17,34300,62950,64950,66,143,63,0.93,81.82,1.04,2.67,2.99,27.27,1,51000,10809,19,2,19,0,875,0,0,2. 25-34,"4. $30,000-$39,000",2015 Q1,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c3,Own,PT,Good,0.028125,0.015,0.017647059,0.015,0.032142857,1.176470588,1.176470588,0.62745098,2.079441542
808,1424166,500,Middleburg,FL,21.53,M,44362,266,44362,0,71000,0.14,0.68249,654,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.82,117,19,4,78900,135000,9,69000,125000,6,3,2,1263,64205.63,62917.16,71000,121575,87291.63,3012,1030,33,13,8,5.5,4.33,2.67,7,7,9,115000,106050,102287,36,38,20,109500,91500,115000,97,11,16,1,96,1,1.27,1.62,3.37,1,63000,-5482,0,1,1,0,0,15000,112000,5. 55-64,"5. $40,000-$49,999",2015 Q1,Third Party Lending,6 Month,Purchase,Prime,Current,OK,vacant,Purchase Transaction,suburban,Over 75%,stable,declining,shortage,Under 3 mths,1,det.,c5,Own,PT,Good,0.02321807,0.014507042,0.016349206,0.014507042,0.010069706,1.126984127,1.126984127,0.70415873,2.079441542
809,1424168,500,York,SC,13.58,F,21500,5690,21500,0,43000,0.13,0.71667,723,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.77,65,85,7,33000,119900,5,51000,117000,7,4,2,1711,30000,49499.54,43000,71200,59180.26,3127.85,1042.6,1,2,2,0.17,0.67,0.67,3,4,7,117000,72000,76750,70,59,11,69900,77400,78600,447,282,107,0.98,93.02,0.91,17.65,5.97,10.45,0,29000,-1581,3,4,2,0,850,15000,90000,2. 25-34,"3. $20,000-$29,999",2015 Q1,Third Party Lending,6 Month,Purchase,Prime,Current,OK,vacant,Purchase Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c5,Own,FT,Good,0.048493023,0.024246512,0.035951724,0.024246512,0.013584365,1.482758621,1.482758621,0.74137931,2.079441542
810,1424169,500,Newark,NJ,1.91,M,110250,667.49,110250,0,210000,0.14,0.525,634,N,N,N,N,N,Y,Y,N,N,N,N,N,0,1,0.36,154.42,98,166,125000,265000,4,225000,250000,5,3,1,1148,178265.9,83298.68,210000,226729,220000,12263.19,2180,35,31,36,5.83,10.33,12,366.18,107.52,151,209000,205000,212000,155,99,187,230375.01,321572.22,242000,-319.9,119.23,191,29.1447,2723.2114,0.88,15.0725,11.9401,12.58,1,187000,29291,1,1,1,0,2200,0,190000,3. 35-44,"6. >$60,000",2015 Q1,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,2,S-Det./End Unit,c3,Rent,FT,Good,0.019773243,0.010380952,0.011657754,0.010380952,0.010283019,1.122994652,1.122994652,0.589572193,2.079441542
811,1424170,500,Naples,FL,3.32,M,135150,-2884.24,135150,0,255000,0.15,0.53,523,N,N,N,Y,Y,N,N,N,N,N,N,N,1,0,0.35,175,27,14,220000,510000,15,218000,505000,6,2,2,1844,222536.15,108169.08,255000,256940,287120.38,10637.96,2190,8,3,4,1.33,1,1.33,262.91,35.13,14,309000,298000,305000,159,138,157,306243.28,327277.12,307000,-421.49,-246.04,131,3.6472,1010.0036,0.99,18.1206,16.2166,10.53,0,240000,42169,2,5,1,0,1100,40000,350000,5. 55-64,"6. >$60,000",2015 Q2,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Rent,PT,Good,0.016204218,0.008588235,0.009125,0.008588235,0.007180328,1.0625,1.0625,0.563125,2.079441542
812,1424171,500,Cayce,SC,6.65,F,27000,354.71,27000,0,60000,0.15,0.45,583,Y,N,N,N,N,N,N,N,N,N,N,Y,0,3,1.1174,97,65,6,32880,97000,25,25000,101000,6,3,1.1,1586,47916.12,30221.65,60000,64115,61555.79,2530.37,930,9,10,6,1.5,3.33,2,10,10,6,79500,87500,78500,58,75,72,69500,66750,76500,190,129,130,0.96,95,0.98,6.67,3,3,1,35000,-9557,2,8,2,0,950,30000,119900,4. 45-54,"3. $20,000-$29,999",2015 Q2,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,vacant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c5,Own,FT,Good,0.034444444,0.0155,0.026571429,0.0155,0.011847134,1.714285714,1.714285714,0.771428571,2.079441542
814,1424187,500,Newark,NJ,4.71,F,214988,102,214988,0,315000,0.14,0.6825,697,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.46,227.73,101,102,242000,399000,4,0,0,5.7,3,1,1177,220322.78,145000,315000,334134,346500,16503.15,3390,18,15,18,3,5,6,907.92,96.92,102,305000,320000,315000,120,171,135,318249.51,356272.25,349000,-496.01,-424.97,184,29.9761,1002.5298,0.9,18.5169,18.7252,17,1,270000,-29285,0,1,1,0,2600,0,0,1. <25,"6. >$60,000",2015 Q1,Third Party Lending,6 Month,Purchase,Prime,Current,OK,tenant,Purchase Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,3,att.,c3,Rent,PT,Good,0.015768322,0.010761905,0.012555556,0.010761905,0.010761905,1.166666667,1.166666667,0.796251852,2.079441542
815,1424191,500,Opelika,AL,11.56,F,68250,368.88,68250,0,150000,0.15,0.455,650,N,N,N,N,N,N,N,N,N,N,N,N,0,1,0.59,107.54,6,5,139900,185000,14,126000,184900,5,3,2,1779,122234.76,59275.4,150000,150867,141744.75,3403.5,1191.3,7,5,2,1.17,1.67,0.67,7.24,7.09,5,146000,147000,150500,97,51,97,146300.23,154625.97,168900,145.07,130.06,111,0.98,97,0.98,6.5532,6.1483,7.46,0,102000,10755,0,8,7,0,950,0,145000,5. 55-64,"6. >$60,000",2015 Q2,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,rural,25-75%,stable,stable,over supply,Over 6 mths,1,det.,c3,Own,PT,Good,0.017454945,0.007942,0.011679412,0.007942,0.007915615,1.470588235,1.470588235,0.669117647,2.079441542
816,1424192,500,Birmingham,AL,6.38,F,28894.63,698.64,29000,0,54000,0.15,0.53704,628,Y,Y,N,N,N,Y,N,Y,N,N,N,N,3,4,0.66,98.92,85,214,27500,79900,18,14740,60000,6,3,1,1466,45973.49,19492.29,54000,64315,53572.86,3672.98,740,10,3,5,1.67,1,1.67,38,30,24,23000,20000,16000,58,36,16,32400,32320,39900,190,184,79,0.83,94.87,0.89,22.75,30,14.37,1,44000,7723,0,12,6,0,650,0,0,3. 35-44,"3. $20,000-$29,999",2015 Q1,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,Over 6 mths,1,det.,c3,Rent,PT,Good,0.025517241,0.013703704,0.016818182,0.013703704,0.04625,1.227272727,1.227272727,0.659090909,2.079441542
817,1424201,500,Cookeville,TN,1.41,F,32000,692.23,32000,0,76000,0.18,0.42105,520,N,N,N,Y,N,N,N,N,N,N,N,N,0,3,0.95,164.4,32,8,65000,1.00E+05,19,65000,1.00E+05,7,3,2,1232,170900,66565.87,76000,75553,70000,29617,820,19.94,13.26,15.32,3.0835,3.7231,4.777,12.55,9.06,12.89,107572.54,230239.85,118805.5,109.65,88.54,94.79,173117.18,214301.58,130892.41,192.67,136.54,103.08,0.8836,90.8589,0.8982,0,0,0,0.49,70000,29617,0,35,7,0,700,20000,0,5. 55-64,"4. $30,000-$39,000",2015 Q2,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Current,OK,tenant,Refinance Transaction,rural,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,FT,Good,0.025625,0.010789474,0.011714286,0.010789474,0.006902037,1.085714286,1.085714286,0.457142857,2.079441542
819,1424212,500,Panama City Beach,FL,2989.43,M,103620,565.22,103620,0,230000,0.15,0.6825,685,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.93,181,34,8,204000,349000,8,204000,280000,10,4,4,3252,151824,113730,230000,294883,253848.99,4652.22,1880,2,3,3,0.33,1,1,10,8,8,204000,230000,230000,165,175,175,349000,236000,236000,175,180,180,0.58,97.45,0.97,30.3,8,8,1,144000,4815,12,20,6,0,2500,0,0,4. 45-54,"6. >$60,000",2015 Q2,Third Party Lending,15 Yr,Purchase,Prime,Current,OK,vacant,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c5,Own,FT,Good,0.018143216,0.008173913,0.013055556,0.008173913,0.008173913,1.597222222,1.597222222,0.719583333,2.079441542
824,1424260,500,Des Moines,IA,1.87,M,29125,798.91,29125,0,39000,0.14,0.74679,684,N,N,N,N,N,N,N,N,N,N,N,N,1,0,0.87,103.48,66.28,7.17,43919.29,94567.8,11.73,38350.94,91206.5,6.155,3.025,1.318,1385.64,40673.98,38217.66,47898.7,68634.55,55839.08,1929.9,1010,6.6,2.78,2.85,1.1008,0.8603,1.0236,2.85,2.47,6.14,56420.32,53073.02,57328.5,79.67,68.89,71.44,61453.33,65563.14,71909.69,148.3,124.89,62.44,0.878,86.5199,0.8899,0,0,0,0.27,36920,-1422.01,5,17,14,0,1000,10000,75000,4. 45-54,"3. $20,000-$29,999",2015 Q1,Captive Lending,6 Month,Purchase,Prime,Current,OK,vacant,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c5,Own,PT,Good,0.034678112,0.025897436,0.027356446,0.021086167,0.017617764,1.056338028,1.297364572,0.788867822,2.079441542
825,1424269,500,Spokane,WA,152.42,M,68900,70,68900,0,153000,0.15,0.45033,600,N,N,N,N,N,Y,Y,N,N,N,N,N,0.63,1.57,0.65,87,61,3,154997,175000,9,135000,175000,6,3,1,1344,133624.13,95100,153000,168700,148917.06,3609.45,920,2,5,1,0.33,1.67,0.33,5.78,5.63,3,161000,164900,163500,40,82,185,146959.37,185441.37,165000,114,120.25,63,0.97,97,0.97,10.4904,5.3244,9.09,0,123000,17569,21,4,19,0,0,25000,185000,4. 45-54,"6. >$60,000",2015 Q2,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,FT,Good,0.013352685,0.006013072,0.007479675,0.006013072,0.005626911,1.243902439,1.243902439,0.560162602,2.079441542
826,1424282,500,Spokane Valley,WA,162.79,M,87503,233,87503,0,129000,0.15,0.689,600,N,N,N,N,N,Y,Y,N,N,N,N,N,0.63,1.64,0.65,109,65,10,97500,169900,28,88000,179000,6,4,2,1512,127000,78852.37,129000,135100,132860.48,2454.75,1080,16,6,6,2.67,2,2,9,13,10,146175,119000,131445,40,47,42,141000,138716,146700,56,96,87,0.98,99.31,1,3.37,6.5,5,1,130000,16913,21,4,19,0,0,20000,185000,4. 45-54,"6. >$60,000",2015 Q2,Third Party Lending,6 Month,Purchase,Prime,Current,OK,vacant,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c5,Own,FT,Good,0.012342434,0.008372093,0.008307692,0.008372093,0.008216364,0.992307692,0.992307692,0.6731,2.079441542
